Filial;Pedido;Ped EBS;Razão Social;Fim Ciclo;OTIF;ON_TIME;IN_FULL;Data Emissão;Data Previsão;Data Ult Ent;Prev KG;Entregue KG;Cancel KG;Pendente KG;CNPJ
01M;96901090;33552822;M M GUEDES EIRELI - ME;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;631;391;240;0;3,15944E+13
421;92213502;33529799;MERCADINHO DINGO LTDA - ME;S;N;S;N;27/01/2022;03/02/2022;03/02/2022;75,6;48,4;27,2;0;2,94608E+13
23;29563333;33564374;ADELMAR MARIANO DE SOUSA ME;N;;;;01/02/2022;07/02/2022;03/02/2022;38,568;31,2;0;7,368;6,50085E+12
433;59537150;33549325;COMERCIAL PRAIAS BELAS LTDA;N;;;;29/01/2022;04/02/2022;03/02/2022;1695,876;1634,476;0;61,4;5,95948E+12
433;59537906;33567289;COMERCIAL PRAIAS BELAS LTDA;S;S;S;S;29/01/2022;09/02/2022;03/02/2022;23,448;23,448;0;0;5,95948E+12
01M;29864545;33548620;CAUCAIA - MIX SUPERMERCADOS EIRELI;S;N;N;S;31/01/2022;01/02/2022;03/02/2022;1160;1160;0;0;9,18222E+12
433;62121605;33370590;REDE 10 ATACADO LTDA - EPP;S;N;N;S;28/12/2021;31/12/2021;03/02/2022;2028;2028;0;0;3,82819E+13
421;49081727;33538419;CRISTHIANE HELOISE ARRUDA DE OLIVEIRA SOARES 49738887100;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;33,8;33,8;0;0;2,89616E+13
20;69608230;33533990;RITA RODRIGUES SOARES - ME;S;N;S;N;27/01/2022;03/02/2022;03/02/2022;31,7;29,7;2;0;1,17532E+13
421;33524943;33518984;FRANCISCO ANDRE DAMASCENA SOUSA;S;N;N;N;25/01/2022;01/02/2022;03/02/2022;172,92;155,28;17,64;-2,84E-14;3,02848E+13
421;16627137;33482026;KAYO CESAR BASTOS CRUZ ME;N;;;;19/01/2022;27/01/2022;03/02/2022;80,32;40,32;0;40;1,78615E+13
01M;950854;33522697;SUPERMERCADO ANA RISORLANGE LTDA;N;;;;26/01/2022;28/01/2022;03/02/2022;290,826;209,04;0;81,786;1,7551E+12
01M;950856;33522699;SUPERMERCADO ANA RISORLANGE LTDA;S;N;N;N;26/01/2022;28/01/2022;03/02/2022;625,84;601,84;24;0;1,7551E+12
01M;950886;33542060;SUPERMERCADO ANA RISORLANGE LTDA;S;N;S;N;28/01/2022;03/02/2022;03/02/2022;639,6;613,5;26,1;0;1,7551E+12
01M;950887;33542061;SUPERMERCADO ANA RISORLANGE LTDA;N;;;;28/01/2022;03/02/2022;03/02/2022;452,4;381;0;71,4;1,7551E+12
20;75416697;33480777;FRANCISCO DAS CHAGAS COURA;S;N;N;N;18/01/2022;20/01/2022;03/02/2022;288,854;264,774;24,08;0;3,49971E+13
20;75416799;33562550;FRANCISCO DAS CHAGAS COURA;N;;;;01/02/2022;03/02/2022;03/02/2022;378,168;287,708;8;82,46;3,49971E+13
20;99532968;33532128;COMERC CALDAS BEZERRA LTDA EPP;S;N;S;N;27/01/2022;04/02/2022;03/02/2022;184,4;130;54,4;0;1,86527E+12
20;99532969;33532130;COMERC CALDAS BEZERRA LTDA EPP;S;N;S;N;27/01/2022;04/02/2022;03/02/2022;119,744;116,144;3,6;0;1,86527E+12
20;99532970;33532131;COMERC CALDAS BEZERRA LTDA EPP;S;S;S;S;27/01/2022;04/02/2022;03/02/2022;6,72;6,72;0;0;1,86527E+12
421;16627136;33482025;EMILY CABRAL MEIRELES CRUZ;S;N;N;N;19/01/2022;24/01/2022;03/02/2022;352,632;327,132;25,5;0;3,03863E+13
21;89562267;33525506;ORLANDO OLIVEIRA DE SOUSA 01389225356;S;N;S;N;26/01/2022;03/02/2022;03/02/2022;106,088;82,088;24;0;1,83828E+13
21;11796774;33450879;A VIEIRA MELO DOS SANTOS - ME;N;;;;12/01/2022;21/01/2022;03/02/2022;1003,528;946,468;0;57,06;8,832E+12
21;11796915;33528324;A VIEIRA MELO DOS SANTOS - ME;S;S;S;S;27/01/2022;04/02/2022;03/02/2022;45;45;0;0;8,832E+12
21;11796927;33530253;A VIEIRA MELO DOS SANTOS - ME;S;N;S;N;27/01/2022;03/02/2022;03/02/2022;82,4;1,2;81,2;0;8,832E+12
01M;96901089;33557794;ROCICLEIDE RAMOS DE ABREU ME;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;25,815;25,81479;0;0,00021;9,43768E+12
421;59537061;33558878;ANCORA DISTRIBUIDORA DE ALIMENTOS LTDA;S;S;S;S;28/01/2022;04/02/2022;03/02/2022;7680;7680;0;0;3,87976E+12
20;69608175;33502128;MARIA LEIDIANE DA CRUZ ALVES 05839330337;S;N;N;N;21/01/2022;21/01/2022;03/02/2022;30,548;22,928;7,62;-3,55E-15;4,4573E+13
21;11796906;33520521;D S VIDAL;S;S;S;S;26/01/2022;03/02/2022;03/02/2022;31;31;0;0;3,06543E+13
21;11796923;33528022;D S VIDAL;S;S;S;S;27/01/2022;04/02/2022;03/02/2022;30;30;0;0;3,06543E+13
20;59841456;33559684;AGUEDA MARIA BARRETO SAMPAIO GORGONHA -;N;;;;31/01/2022;02/02/2022;03/02/2022;138;90;0;48;4,93864E+12
20;59841457;33559685;AGUEDA MARIA BARRETO SAMPAIO GORGONHA -;N;;;;31/01/2022;02/02/2022;03/02/2022;392;360;0;32;4,93864E+12
20;59841458;33559723;AGUEDA MARIA BARRETO SAMPAIO GORGONHA -;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;135,84;111,44;24,4;0;4,93864E+12
20;93766847;33566844;MARINALVA SILVA ALENCAR - ME;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;92,8;70,63992;22,16008;-1,42E-14;1,09969E+13
20;99532927;33508693;M FREITAS FRUTUOSO MERCEARIA - ME;S;N;S;N;24/01/2022;04/02/2022;03/02/2022;34,4;29,6;4,8;0;3,26181E+13
433;8012498;33336581;EXPRESSO DISTRIBUICAO E VAREJO LTDA;S;N;N;S;21/12/2021;22/12/2021;03/02/2022;555,36;555,36;0;0;1,11558E+13
20;73166237;33566732;EDILANIO BARROS TEIXEIRA 02029643378;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;40;20;20;0;2,97162E+13
20;14146690;33564939;VIPAL VILAR PANIFICACAO LTDA - ME;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;750;750;0;0;9,40672E+11
20;93766846;33566843;JOSE GREGORIO FILHO 88772349387;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;74,16;61,96;12,2;0;4,36771E+13
01M;59387626;33500617;JESSICA F S AGUIAR;N;;;;21/01/2022;23/01/2022;03/02/2022;704,207;607,492;0;96,715;2,15227E+13
01M;59387692;33541736;JESSICA F S AGUIAR;S;N;N;S;28/01/2022;30/01/2022;03/02/2022;889,52;889,52;0;0;2,15227E+13
23;68128739;33563189;VANICE PEREIRA DE ALMEIDA;N;;;;01/02/2022;03/02/2022;03/02/2022;35,988;31,02;0;4,968;4,16959E+12
20;93766845;33566842;MARIA SELMA SANTOS DA SILVA;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;40,7;33,499976;7,200024;7,11E-15;1,07009E+13
21;25152424;33555255;COMERCIAL POLPAS E FRIOS LTDA - ME;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;806,09;590,65;215,44;1,14E-13;1,39525E+13
21;25152449;33564589;COMERCIAL POLPAS E FRIOS LTDA - ME;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;1548;1548;0;0;1,39525E+13
01M;6121076;33566808;J.E CORDEIRO LTDA;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;30,52;29,8;0,72;0;5,15115E+12
421;90070893;33539641;FRANCISCO ALDI ALVES OLIVEIRA ME;S;S;S;S;28/01/2022;10/02/2022;03/02/2022;8;8;0;0;5,51614E+12
20;59841450;33556406;RODRIGO FRINHANI PERES RESTAURANTES EIRELI - ME;S;N;N;S;31/01/2022;01/02/2022;03/02/2022;165;165;0;0;2,28446E+13
20;59841451;33556411;RODRIGO FRINHANI PERES RESTAURANTES EIRELI - ME;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;50;50;0;0;2,28446E+13
21;1025390;33527886;JUCINELMA ROSA VALENTIN OLIVEIRA 01028621256;S;S;S;S;27/01/2022;03/02/2022;03/02/2022;38,4;38,4;0;0;2,32059E+13
01M;78704457;33501803;JEANE FONTENELE DE ALBUQUERQUE - ME;N;;;;21/01/2022;24/01/2022;03/02/2022;1598,06;1541,44;0;56,62;8,89388E+12
01M;78704574;33567258;JEANE FONTENELE DE ALBUQUERQUE - ME;N;;;;02/02/2022;03/02/2022;03/02/2022;1976,364;1778,104;0;198,26;8,89388E+12
421;90070838;33524638;ANTONIO JUCIEL MODESTO DO NASCIMENTO ME;S;N;S;N;26/01/2022;03/02/2022;03/02/2022;380,152;260,944;119,208;-5,68E-14;9,34166E+12
21;23919073;33559972;A M OLIVEIRA COSTA EIRELI - ME;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;800;800;0;0;2,2316E+13
21;30266707;33559973;A M OLIVEIRA COSTA EIRELI - ME;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;168;168;0;0;2,2316E+13
433;12770504;33550455;G A GOIS SUPERMERCADOS LTDA.;N;;;;31/01/2022;07/02/2022;03/02/2022;510,405;428,625;0;81,78;9,41939E+12
23;72833031;33565662;KLEISSON RONE SILVA NUNES 03798404305;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;195;195;0;0;3,7799E+13
433;59537826;33566269;SUPERMERCADO NORDESTAO LTDA;S;S;S;S;31/01/2022;07/02/2022;03/02/2022;24200;24200;0;0;8,03036E+12
01M;29864535;33532565;SUPERMERCADO PROGRESSO LTDA;S;N;N;N;27/01/2022;31/01/2022;03/02/2022;2958,884;2602,914;355,97;0;6,88131E+12
23;42746954;33567355;COMPANHIA BRASILEIRA DE DISTRIBUICAO;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;24,6;24;0,6;0;4,75084E+13
23;42746956;33567357;COMPANHIA BRASILEIRA DE DISTRIBUICAO;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;10;10;0;0;4,75084E+13
20;75150600;33521012;J. P. DE SOUZA MINIMERCADO ME;N;;;;25/01/2022;03/02/2022;03/02/2022;472,04;358,84;0;113,2;7,42202E+12
20;75150601;33521013;J. P. DE SOUZA MINIMERCADO ME;N;;;;25/01/2022;03/02/2022;03/02/2022;368,292;298,932;0;69,36;7,42202E+12
20;75150602;33521014;J. P. DE SOUZA MINIMERCADO ME;S;S;S;S;25/01/2022;03/02/2022;03/02/2022;560,6;560,6;0;0;7,42202E+12
20;75150603;33520926;J. P. DE SOUZA MINIMERCADO ME;S;S;S;S;25/01/2022;03/02/2022;03/02/2022;144;144;0;0;7,42202E+12
01M;96901065;33515924;SUPERMERCADO MACHADO LTDA - ME;N;;;;25/01/2022;26/01/2022;03/02/2022;1055,811;951,836;0;103,975;4,4004E+12
01M;96901109;33567099;SUPERMERCADO MACHADO LTDA - ME;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;174,4;174,4;0;0;4,4004E+12
421;39501628;33532465;JOSE LOPES PAULINO - ME;S;S;S;S;27/01/2022;03/02/2022;03/02/2022;100;100;0;0;7,40901E+13
20;59841440;33551924;JOAO PAULO LANDIM BARROS - ME;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;41,26;35,26;6;0;4,41203E+12
01M;29864524;33516625;PARA TY SUPERMERCADOS LTDA;S;N;N;N;25/01/2022;25/01/2022;03/02/2022;1750,248;1583,373;166,875;0;1,72578E+13
01M;29864552;33555924;PARA TY SUPERMERCADOS LTDA;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;300;300;0;0;1,72578E+13
01M;29864553;33555926;PARA TY SUPERMERCADOS LTDA;N;;;;31/01/2022;02/02/2022;03/02/2022;348,72;277,24;0;71,48;1,72578E+13
20;37334679;33565751;CLAUDIA MARIA TEIXEIRA OLIVEIRA 01069471330;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;42,3;42,21996;0,08004;0;3,47394E+13
421;36493527;33512422;JOAO DOURADO SOARES - ME;S;N;S;N;24/01/2022;03/02/2022;03/02/2022;31,8;28,2;3,6;0;2,703E+12
421;75445826;33510626;MARIA DAS GRACAS MAGALHAES ROCHA - ME;S;S;S;S;24/01/2022;03/02/2022;03/02/2022;84,4;84,4;0;0;7,83825E+12
01M;52821150;33554001;VALDIRENE MOREIRA FONTENELE;S;N;S;N;31/01/2022;03/02/2022;03/02/2022;61,8;54,12;7,68;0;4,93882E+12
21;11796886;33505551;A S MACHADO - ME;S;S;S;S;24/01/2022;04/02/2022;03/02/2022;64,2;64,2;0;0;1,21111E+13
20;59841439;33551922;FRANCISCA ALVES QUINDERE FECHINE ME;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;93,28;75;18,28;0;1,13133E+13
01M;45073963;33565516;PONTO DA ECONOMIA COMERCIAL DE ALIMENTOS;N;;;;02/02/2022;03/02/2022;03/02/2022;351,076;260,168;0;90,908;5,61254E+12
421;90070884;33539180;CARLOS ALBERTO DA SILVA ALIMENTICIOS ME;S;N;S;N;28/01/2022;10/02/2022;03/02/2022;46,66;40,66;6;0;4,16314E+13
01M;78621014;33519026;HAF DISTRIB LTDA;S;S;S;S;25/01/2022;08/02/2022;03/02/2022;14817,6;14817,6;0;0;1,99204E+12
421;59534522;33532499;COMERCIAL SUPER MAX EIRELI - EPP;S;N;N;S;20/01/2022;01/02/2022;03/02/2022;3840;3840;0;0;2,30682E+13
421;39501648;33538634;ANA PAULA NOGUEIRA BEZERRA 02026608342;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;160;160;0;0;3,456E+13
01M;40950775;33563236;SUPERMERCADO PAGUE MENOS LTDA ME;N;;;;01/02/2022;03/02/2022;03/02/2022;217,634;132,26;0;85,374;6,88668E+12
21;11796705;33386423;MARIA DE JESUS VITERBO FREITAS 85767581215;N;;;;30/12/2021;10/01/2022;03/02/2022;620,214;595,614;0;24,6;2,97594E+13
21;11796902;33518372;MARIA DE JESUS VITERBO FREITAS 85767581215;S;S;S;S;25/01/2022;04/02/2022;03/02/2022;12,43;12,43;0;0;2,97594E+13
421;75445830;33510643;MARIA EVERTANEA DE FREITAS ME;S;N;S;N;24/01/2022;03/02/2022;03/02/2022;61,168;56,128;5,04;0;1,10417E+13
01M;78621015;33519048;HAF DISTRIB LTDA;S;S;S;S;25/01/2022;11/02/2022;03/02/2022;14817,6;14817,6;0;0;1,99204E+12
20;99532930;33509838;MICHEL ANDSON DA SILVA MISAEL 01996540343;S;N;S;N;24/01/2022;04/02/2022;03/02/2022;32;28,4;3,6;0;3,43153E+13
426;86886271;33559229;V S ALVES;N;;;;01/02/2022;03/02/2022;03/02/2022;128,56;93,04;0;35,52;5,35146E+12
421;33524965;33538720;COMERCIAL SUPER MAX EIRELI - EPP;N;;;;27/01/2022;01/02/2022;03/02/2022;1171,04;745,6;0;425,44;2,30682E+13
421;33524973;33538728;COMERCIAL SUPER MAX EIRELI - EPP;S;N;N;S;28/01/2022;01/02/2022;03/02/2022;82,4;82,4;0;0;2,30682E+13
421;33524974;33539217;COMERCIAL SUPER MAX EIRELI - EPP;S;N;N;S;28/01/2022;02/02/2022;03/02/2022;6500;6500;0;0;2,30682E+13
421;33524977;33540248;COMERCIAL SUPER MAX EIRELI - EPP;S;N;N;S;28/01/2022;02/02/2022;03/02/2022;200;200;0;0;2,30682E+13
421;59536750;33538726;COMERCIAL SUPER MAX EIRELI - EPP;S;N;N;S;28/01/2022;01/02/2022;03/02/2022;2229;2229;0;0;2,30682E+13
421;39501627;33528773;JOSE JOACELIO TAVEIRO DE AQUINO ME;S;S;S;S;27/01/2022;03/02/2022;03/02/2022;170;170;0;0;4,82534E+12
426;12588199;33566425;ADELIA DO NASCIMENTO SANTOS 01794231340;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;46,408;40,108;6,3;7,11E-15;4,14792E+13
426;86886270;33552526;EMILIA B M B DA SILVA - COMERCIO - ME;N;;;;31/01/2022;03/02/2022;03/02/2022;114,22;76,6;0;37,62;1,72364E+13
23;42746922;33564840;COMPANHIA BRASILEIRA DE DISTRIBUICAO;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;56,4;56,4;0;0;4,75084E+13
23;42746923;33564841;COMPANHIA BRASILEIRA DE DISTRIBUICAO;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;20;20;0;0;4,75084E+13
23;42746957;33567358;COMPANHIA BRASILEIRA DE DISTRIBUICAO;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;0,48;0,48;0;0;4,75084E+13
426;12588195;33555781;JONAS A. LIMA;S;S;S;S;31/01/2022;03/02/2022;03/02/2022;16,8;16,8;0;0;1,14384E+13
426;12588194;33555780;COMERCIAL O PAULINHO LTDA;S;S;S;S;31/01/2022;03/02/2022;03/02/2022;25,2;25,2;0;0;2,71266E+13
421;16627132;33478407;MARIA DEBORA DA SILVA MORAIS 60583090346;S;N;N;N;18/01/2022;27/01/2022;03/02/2022;43,94;35,94;8;0;3,81428E+13
421;75445858;33529721;CINTIA CECILIA ROCHA SILVEIRA 60392650355;S;S;S;S;27/01/2022;03/02/2022;03/02/2022;150;150;0;0;3,0202E+13
20;69590664;33533835;ANTONIA DA SILVA BEZERRA 57560781349;S;N;S;N;27/01/2022;04/02/2022;03/02/2022;90,74;77,04;13,7;-1,42E-14;1,35344E+13
20;99532928;33509621;RAIMUNDO ORLANDO DE ALCANTARA ME;S;S;S;S;24/01/2022;04/02/2022;03/02/2022;39;39;0;0;6,26632E+12
433;43346947;33513931;FRANCENILDO DANTAS - ME;N;;;;25/01/2022;31/01/2022;03/02/2022;1648,455;1486,415;0;162,04;7,03247E+13
421;52552464;33538048;ALDENORA FERREIRA DE MELO EPP;S;N;S;N;28/01/2022;03/02/2022;03/02/2022;32,4;26,8;5,6;0;8,04115E+11
433;20128610;33519801;JOSE JAILSON DA SILVA LTDA - EPP;N;;;;25/01/2022;31/01/2022;03/02/2022;433,26;334,7;0;98,56;3,94225E+13
01M;96901107;33560727;PAULO ROBSON ABREU DE SOUSA;S;N;N;N;01/02/2022;02/02/2022;03/02/2022;117,899;105,064;12,835;0;2,11859E+13
433;40320921;33069168;A L URBANO & CIA LTDA;S;N;N;N;12/11/2021;18/11/2021;03/02/2022;3417,309;3269,869;147,44;4,55E-13;7,11064E+12
433;40320982;33196135;A L URBANO & CIA LTDA;N;;;;30/11/2021;03/12/2021;03/02/2022;2999,593;2824,273;114,72;60,6;7,11064E+12
433;40321036;33285788;A L URBANO & CIA LTDA;N;;;;13/12/2021;21/12/2021;03/02/2022;1829,256;1760,256;4,32;64,68;7,11064E+12
433;40321037;33285794;A L URBANO & CIA LTDA;S;N;N;N;13/12/2021;21/12/2021;03/02/2022;1515,3;1470,3;45;-2,27E-13;7,11064E+12
433;40321107;33378204;A L URBANO & CIA LTDA;N;;;;28/12/2021;04/01/2022;03/02/2022;1306,548;1240,788;0;65,76;7,11064E+12
433;40321108;33378206;A L URBANO & CIA LTDA;N;;;;28/12/2021;04/01/2022;03/02/2022;3021,346;2960,346;0;61;7,11064E+12
421;90070898;33548840;KLEITON ALVES DE SOUZA EIRELI - ME;N;;;;31/01/2022;02/02/2022;03/02/2022;629;242,6;0;386,4;1,83951E+13
421;90070921;33553966;KLEITON ALVES DE SOUZA EIRELI - ME;S;S;S;S;31/01/2022;03/02/2022;03/02/2022;1260;1260;0;0;1,83951E+13
01M;93556999;33556562;COMERCIAL DE MIUDEZAS FREITAS LTDA;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;95,75;82,7;13,05;0;6,34732E+13
01M;67121619;33538771;SUPERMERCADO NOVO SIQUEIRA LTDA - ME;N;;;;27/01/2022;28/01/2022;03/02/2022;957,273;800,255;116,018;41;2,16635E+13
01M;67121669;33567028;SUPERMERCADO NOVO SIQUEIRA LTDA - ME;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;1100;1100;0;0;2,16635E+13
421;90070727;33458366;ALCIDES DA COSTA FARIAS - ME;S;N;N;N;14/01/2022;18/01/2022;03/02/2022;2352,556;2009,516;343,04;0;2,82829E+11
421;90070818;33516202;ALCIDES DA COSTA FARIAS - ME;S;N;N;S;24/01/2022;27/01/2022;03/02/2022;1760;1760;0;0;2,82829E+11
421;90070865;33537311;ALCIDES DA COSTA FARIAS - ME;S;N;N;S;27/01/2022;01/02/2022;03/02/2022;525;525;0;0;2,82829E+11
421;90070866;33537313;ALCIDES DA COSTA FARIAS - ME;S;N;N;S;27/01/2022;01/02/2022;03/02/2022;21;21;0;0;2,82829E+11
20;37334676;33562909;RAQUEL DE SOUSA PINHO 00850383340;S;N;S;N;01/02/2022;03/02/2022;03/02/2022;69,8;61,140014;8,659986;0;2,28547E+13
20;69590663;33533831;JUVENAL BEZERRA DA SILVA 31913512304;S;N;S;N;27/01/2022;04/02/2022;03/02/2022;82,975;80,575;2,4;-1,42E-14;2,95786E+13
23;42745854;33526906;DISTRIBUICAO DE ALIMENTOS VANGUARDA S/A;S;N;N;N;27/01/2022;28/01/2022;03/02/2022;22,448;16,4;6,048;0;3,18381E+13
23;42746836;33561227;DISTRIBUICAO DE ALIMENTOS VANGUARDA S/A;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;237,288;192;45,288;0;3,18381E+13
21;40210595;33558608;B C B CAMPOS;S;S;S;S;31/01/2022;03/02/2022;03/02/2022;3500;3500;0;0;1,73316E+13
433;79588474;33486152;HIPER QUEIROZ LTDA;N;;;;19/01/2022;26/01/2022;03/02/2022;1272,049;1238,313;0;33,736;1,06708E+13
01M;6578788;33558641;SUPERMERCADO MORANGUINHO LTDA;N;;;;31/01/2022;03/02/2022;03/02/2022;2468,525;1614,026;0;854,499;1,16598E+13
01M;42746340;33561081;WMS SUPERMERCADOS DO BRASIL LTDA;N;;;;29/01/2022;03/02/2022;03/02/2022;409,6;400;0;9,6;9,32098E+13
01M;42746795;33561126;WMS SUPERMERCADOS DO BRASIL LTDA;S;S;S;S;01/02/2022;03/02/2022;03/02/2022;4000;4000;0;0;9,32098E+13
23;42746919;33564590;COMPANHIA BRASILEIRA DE DISTRIBUICAO;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;75,664;59,664;16;0;4,75084E+13
23;42746960;33567402;COMPANHIA BRASILEIRA DE DISTRIBUICAO;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;0,48;0,48;0;0;4,75084E+13
01M;13371063;33566703;MARIA ELENA LOPES LIMA ME;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;37,52;37,52;0;0;4,13105E+13
01M;13371064;33566704;MARIA ELENA LOPES LIMA ME;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;43,03;34;9,03;0;4,13105E+13
21;11796833;33484694;J C LOBATO;N;;;;19/01/2022;28/01/2022;03/02/2022;1037,956;924,622;0;113,334;2,69729E+13
21;11796896;33510153;J C LOBATO;S;N;S;N;24/01/2022;04/02/2022;03/02/2022;33,96;31,08;2,88;0;2,69729E+13
433;20128609;33521710;ALAN VICENTE DA SILVA - ME;N;;;;25/01/2022;31/01/2022;03/02/2022;457,26;337,86;0;119,4;1,96052E+13
421;92213377;33444126;BENTO FERREIRA CAVALCANTE MERCEARIA;S;N;N;N;12/01/2022;17/01/2022;03/02/2022;364,8;340,8;24;5,68E-14;3,51286E+13
01M;67121662;33566635;COSMO ARAUJO SERPA - ME;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;82,068;70,728;11,34;0;9,20351E+12
433;53183338;33560060;COMERCIAL DE ALIMENTOS BIS LTDA - EPP;N;;;;31/01/2022;02/02/2022;03/02/2022;941,233;802,833;0;138,4;2,10535E+13
01M;59537321;33565595;BOM VIZINHO DISTRIB DE ALIM LTDA;N;;;;31/01/2022;03/02/2022;03/02/2022;14794,09;4049,49;0;10744,6;4,16377E+12
01M;59537322;33565596;BOM VIZINHO DISTRIB DE ALIM LTDA;N;;;;31/01/2022;03/02/2022;03/02/2022;2718,252;1750,852;0;967,4;4,16377E+12
01M;87095733;33538874;BOM VIZINHO DISTRIB DE ALIM LTDA;N;;;;28/01/2022;31/01/2022;03/02/2022;4639,91;4084,03;0;555,88;4,16377E+12
421;75445865;33538194;VALDECI RONCEM DE OLIVEIRA 94536449787;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;120;120;0;0;2,19863E+13
421;90070883;33539171;COSME WILLIAN PEREIRA BEZERRA ME;S;N;S;N;28/01/2022;10/02/2022;03/02/2022;369,248;344,448;24,8;0;3,50798E+13
421;15379059;33508301;P. P. DE AGUIAR - ME;S;S;S;S;24/01/2022;03/02/2022;03/02/2022;170;170;0;0;2,35526E+13
421;15379088;33536437;P. P. DE AGUIAR - ME;N;;;;28/01/2022;03/02/2022;03/02/2022;918,81;811,952;8;98,858;2,35526E+13
421;15379089;33536438;P. P. DE AGUIAR - ME;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;2000;2000;0;0;2,35526E+13
421;15379090;33536439;P. P. DE AGUIAR - ME;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;80,6;80,6;0;0;2,35526E+13
21;11796861;33495094;IVANILDE DA SILVA E SILVA 06910555309;N;;;;21/01/2022;28/01/2022;03/02/2022;190,54;176,42;0;14,12;3,16175E+13
21;11796895;33509502;IVANILDE DA SILVA E SILVA 06910555309;S;S;S;S;24/01/2022;04/02/2022;03/02/2022;42,08;41,12;0,96;0;3,16175E+13
433;32466836;33549729;AZEVEDO CRUZ SUPERMERCADO LTDA;N;;;;31/01/2022;07/02/2022;03/02/2022;2421,6;1885,66;0;535,94;1,03817E+13
433;32466837;33549730;AZEVEDO CRUZ SUPERMERCADO LTDA;N;;;;31/01/2022;07/02/2022;03/02/2022;2290,81;1528,81;0;762;1,03817E+13
433;32466838;33549731;AZEVEDO CRUZ SUPERMERCADO LTDA;N;;;;31/01/2022;07/02/2022;03/02/2022;6902,2;6032,2;0;870;1,03817E+13
433;32466855;33555246;AZEVEDO CRUZ SUPERMERCADO LTDA;N;;;;31/01/2022;07/02/2022;03/02/2022;468;335,4;0;132,6;1,03817E+13
421;35570688;33491622;SUPERMERCADO MAE RAINHA LTDA;S;N;N;N;20/01/2022;27/01/2022;03/02/2022;677,248;566,848;110,4;0;5,37792E+12
421;35570708;33519043;SUPERMERCADO MAE RAINHA LTDA;S;N;S;N;25/01/2022;03/02/2022;03/02/2022;3758,65;3275,903;482,747;4,55E-13;5,37792E+12
421;35570780;33540541;SUPERMERCADO MAE RAINHA LTDA;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;1000;1000;0;0;5,37792E+12
421;39501642;33537514;MARIA SUIANE DA SILVA ARAUJO 90253027349;S;N;S;N;28/01/2022;03/02/2022;03/02/2022;35,6;33,2;2,4;0;1,40705E+13
20;69590661;33533129;JOSE SOBRINHO DE AQUINO;S;N;S;N;27/01/2022;04/02/2022;03/02/2022;39,736;30,536;9,2;-7,11E-15;7,6873E+12
01M;90569504;33565901;MARIA RISONEIDE DE BRITO LIMA ME;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;155,7695;153,5497832;2,2197168;0;5,10256E+12
421;92213476;33509138;HAILE CAROLINE LOPES SILVA 33296008888;S;S;S;S;24/01/2022;03/02/2022;03/02/2022;100;100;0;0;4,05362E+13
421;15379065;33516757;MARIA NATALIA PINTO DE SOUZA 02816438147;S;N;S;N;25/01/2022;03/02/2022;03/02/2022;31,49;20,88;10,61;0;1,4884E+13
421;52552255;33474401;ANA SILVA PIMENTEL CAMELO;S;N;N;N;17/01/2022;24/01/2022;03/02/2022;149,85;123,86;25,99;0;1,08165E+13
